Measured:	Estimated:			Updated:
[147  41]	[ 147.4243419    41.28450551]	[ 146.85257231   42.24426302]
[147  41]	[ 147.41415155   41.27766477]	[ 146.84277358   42.23768553]
[147  41]	[ 147.40426441   41.27102789]	[ 146.8332642    42.23130256]
[147  41]	[ 147.39466976   41.26458763]	[ 146.82403403   42.22510728]
[147  41]	[ 147.38535729   41.25833706]	[ 146.81507329   42.2190931 ]
[147  41]	[ 147.37631714   41.25226954]	[ 146.80637265   42.21325374]
[147  41]	[ 147.36753983   41.24637868]	[ 146.79792312   42.20758314]
[148  42]	[ 147.35901628   41.24065837]	[ 146.81242283   42.22498759]
[148  42]	[ 147.37364133   41.25821469]	[ 146.82651401   42.24189377]
[148  42]	[ 147.38785363   41.27526756]	[ 146.84021031   42.25831869]
[148  42]	[ 147.401667     41.29183417]	[ 146.85352489   42.27427865]
[147  42]	[ 147.41509474   41.30793102]	[ 146.84382378   42.28983956]
[147  42]	[ 147.40530848   41.32362496]	[ 146.83440754   42.30496317]
[147  42]	[ 147.39581008   41.33887714]	[ 146.82526615   42.31966414]
[147  42]	[ 147.38658938   41.35370237]	[ 146.81638999   42.33395652]
[148  41]	[ 147.37763667   41.3681149 ]	[ 146.83032228   42.32584143]
[148  41]	[ 147.39168686   41.35993186]	[ 146.84386364   42.31795003]
[148  41]	[ 147.40534216   41.35197474]	[ 146.85702718   42.31027497]
[148  41]	[ 147.41861585   41.34423612]	[ 146.86982549   42.30280917]
[148  41]	[ 147.43152066   41.33670883]	[ 146.8822707    42.29554583]
[147  41]	[ 147.44406885   41.329386  ]	[ 146.87282539   42.28852204]
[147  41]	[ 147.43454709   41.32230525]	[ 146.86363089   42.28168533]
[147  41]	[ 147.42527856   41.3154134 ]	[ 146.85467928   42.27502977]
[147  41]	[ 147.41625527   41.30870444]	[ 146.84596292   42.26854964]
[148  41]	[ 147.40746947   41.30217259]	[ 146.85856912   42.26219832]
[148  41]	[ 147.42017707   41.29577061]	[ 146.87083928   42.25601395]
[148  41]	[ 147.43254542   41.28953716]	[ 146.88278412   42.24999127]
[148  41]	[ 147.44458532   41.28346695]	[ 146.89441394   42.24412527]
[147  41]	[ 147.45630721   41.27755488]	[ 146.88507961   42.23844983]
[147  41]	[ 147.44690032   41.27183534]	[ 146.87598381   42.23291936]
[147  41]	[ 147.43773417   41.26626211]	[ 146.86711928   42.22752944]
[147  41]	[ 147.42880143   41.26083073]	[ 146.858479     42.22227582]
[147  41]	[ 147.42009501   41.2555369 ]	[ 146.85005621   42.21715438]
[148  41]	[ 147.41160807   41.25037647]	[ 146.86198358   42.21212504]
[148  41]	[ 147.42362687   41.24530882]	[ 146.87360812   42.20722205]
[148  41]	[ 147.43534007   41.24036866]	[ 146.88493903   42.20244161]
[148  41]	[ 147.44675695   41.23555218]	[ 146.89598516   42.19778008]
[146  41]	[ 147.45788648   41.23085567]	[ 146.86727158   42.19330232]
[146  41]	[ 147.42895855   41.22634487]	[ 146.83926535   42.18893291]
[146  41]	[ 147.40074427   41.22194337]	[ 146.81194566   42.18466873]
[146  41]	[ 147.37322265   41.21764803]	[ 146.78529243   42.18050677]
[149  40]	[ 147.34637337   41.2134558 ]	[ 146.81764254   42.15710959]
[149  40]	[ 147.37896245   41.18988756]	[ 146.84919962   42.13427649]
[149  40]	[ 147.4107515    41.16688832]	[ 146.87998692   42.11199123]
[149  40]	[ 147.44176401   41.14444169]	[ 146.91002691   42.09023812]
[147  42]	[ 147.47202266   41.12253183]	[ 146.90083173   42.10681589]
[147  42]	[ 147.46276015   41.13922836]	[ 146.89186137   42.12300212]
[147  42]	[ 147.45372442   41.15553001]	[ 146.88310924   42.13880785]
[147  42]	[ 147.44490882   41.17144791]	[ 146.87456898   42.15424375]
[147  42]	[ 147.43630694   41.18699284]	[ 146.86623444   42.16932015]
[148  41]	[ 147.42791255   41.20217524]	[ 146.87689743   42.16557485]
[148  41]	[ 147.43865067   41.19840366]	[ 146.88731158   42.16191633]
[148  41]	[ 147.44913787   41.19471958]	[ 146.89748384   42.15834219]
[148  41]	[ 147.45938114   41.19112059]	[ 146.90742092   42.15485011]
[147  42]	[ 147.46938728   41.18760434]	[ 146.89868175   42.16957629]
[147  42]	[ 147.4605869   41.2024317]	[ 146.8901467    42.18396875]
[147  42]	[ 147.45199235   41.21692259]	[ 146.88181006   42.19803652]
[147  42]	[ 147.44359786   41.23108613]	[ 146.87366631   42.21178834]
[147  42]	[ 147.43539786   41.24493114]	[ 146.86571009   42.22523268]
[148  40]	[ 147.42738696   41.25846619]	[ 146.8761836    42.20292798]
[148  40]	[ 147.43793242   41.2360117 ]	[ 146.8864167   42.1811175]
[148  40]	[ 147.44823549   41.2140554 ]	[ 146.89641599   42.15978817]
[148  40]	[ 147.45830286   41.1925841 ]	[ 146.90618788   42.13892732]
[147  41]	[ 147.46814097   41.171585  ]	[ 146.89803258   42.13595242]
[147  41]	[ 147.45993185   41.16859055]	[ 146.8900549    42.13304197]
[147  41]	[ 147.45190176   41.16566104]	[ 146.88225023   42.13019429]
[147  41]	[ 147.44404605   41.1627948 ]	[ 146.87461409   42.12740777]
[147  41]	[ 147.43636017   41.1599902 ]	[ 146.86714213   42.12468085]
[147  41]	[ 147.42883976   41.15724566]	[ 146.85983014   42.12201199]
[147  41]	[ 147.42148056   41.15455964]	[ 146.85267403   42.11939974]
[147  41]	[ 147.41427845   41.15193065]	[ 146.84566983   42.11684265]
[147  41]	[ 147.40722941   41.14935725]	[ 146.83881369   42.11433934]
[147  42]	[ 147.40032956   41.14683803]	[ 146.83191421   42.12864032]
[147  42]	[ 147.39338539   41.16122979]	[ 146.82516389   42.14264161]
[147  42]	[ 147.38659153   41.17531957]	[ 146.81855887   42.15635069]
[147  42]	[ 147.37994409   41.18911494]	[ 146.8120954    42.16977485]
[147  41]	[ 147.3734393    41.20262324]	[ 146.80594909   42.16644421]
[147  41]	[ 147.36725467   41.19927186]	[ 146.79992922   42.16318198]
[147  41]	[ 147.36119744   41.1959894 ]	[ 146.79403269   42.1599865 ]
[147  41]	[ 147.35526446   41.19277418]	[ 146.78825649   42.15685613]
[147  41]	[ 147.34945269   41.18962456]	[ 146.78259767   42.15378929]
[147  41]	[ 147.34375918   41.18653893]	[ 146.7770534    42.15078444]
[147  41]	[ 147.33818105   41.18351575]	[ 146.77162089   42.14784008]
[147  41]	[ 147.33271551   41.18055351]	[ 146.76629748   42.14495476]
[147  41]	[ 147.32735985   41.17765074]	[ 146.76108053   42.14212708]
[147  41]	[ 147.32211142   41.174806  ]	[ 146.7559675    42.13935564]
[147  41]	[ 147.31696767   41.17201793]	[ 146.75095592   42.13663912]
[147  41]	[ 147.3119261    41.16928517]	[ 146.7460434    42.13397622]
[147  41]	[ 147.30698429   41.16660641]	[ 146.74122758   42.13136567]
[147  41]	[ 147.30213988   41.16398038]	[ 146.7365062    42.12880625]
[147  41]	[ 147.29739058   41.16140583]	[ 146.73187704   42.12629676]
[147  41]	[ 147.29273415   41.15888157]	[ 146.72733796   42.12383603]
[147  41]	[ 147.28816843   41.15640641]	[ 146.72288686   42.12142293]
[147  42]	[ 147.28369131   41.15397923]	[ 146.71837288   42.13445868]
[147  42]	[ 147.27915038   41.16709097]	[ 146.713949    42.1472433]
[147  42]	[ 147.2747002    41.17994983]	[ 146.70961309   42.15978258]
[147  42]	[ 147.2703386    41.19256164]	[ 146.70536303   42.17208214]
[147  42]	[ 147.26606347   41.20493206]	[ 146.7011968    42.18414744]
[148  41]	[ 147.26187276   41.21706663]	[ 146.71242813   42.18085449]
[148  41]	[ 147.27316863   41.21375479]	[ 146.72344561   42.17762402]
[148  41]	[ 147.28424917   41.21050587]	[ 146.73425409   42.17445462]
[148  41]	[ 147.29511929   41.20731843]	[ 146.74485833   42.1713449 ]
[147  42]	[ 147.30578377   41.20419107]	[ 146.74017963   42.18319793]
[147  42]	[ 147.30107818   41.21611088]	[ 146.7355907    42.19483024]
[147  42]	[ 147.29646298   41.22780846]	[ 146.73108948   42.20624672]
[147  42]	[ 147.29193608   41.23928878]	[ 146.72667396   42.21745218]
[148  41]	[ 147.28749547   41.25055664]	[ 146.73720006   42.2137652 ]
[148  41]	[ 147.29808028   41.24684916]	[ 146.74753155   42.21014607]
[148  41]	[ 147.30846918   41.24320997]	[ 146.75767275   42.2065933 ]
[148  41]	[ 147.31866652   41.23963759]	[ 146.76762783   42.20310544]
[148  41]	[ 147.32867651   41.23613054]	[ 146.77740089   42.19968107]
[147  42]	[ 147.33850328   41.2326874 ]	[ 146.77241046   42.21074073]
[147  42]	[ 147.33348519   41.24380734]	[ 146.76751226   42.22160109]
[147  42]	[ 147.32855993   41.25472666]	[ 146.76270423   42.23226643]
[147  42]	[ 147.32372545   41.2654497 ]	[ 146.7579844    42.24274093]
[147  41]	[ 147.31897975   41.27598066]	[ 146.75347022   42.23882586]
[147  41]	[ 147.31444139   41.2720446 ]	[ 146.74903587   42.23498023]
[147  41]	[ 147.30998339   41.26817841]	[ 146.74467966   42.23120255]
[147  41]	[ 147.30560402   41.26438061]	[ 146.74039996   42.22749139]
[147  41]	[ 147.30130165   41.26064976]	[ 146.73619515   42.22384536]
[147  41]	[ 147.29707464   41.25698445]	[ 146.73206367   42.22026309]
[147  41]	[ 147.29292143   41.2533833 ]	[ 146.728004     42.21674324]
[147  41]	[ 147.28884048   41.24984497]	[ 146.72401464   42.21328452]
[147  41]	[ 147.28483028   41.24636814]	[ 146.72009414   42.20988566]
[148  41]	[ 147.28088937   41.24295155]	[ 146.73005336   42.20653198]
[148  41]	[ 147.29090064   41.23958039]	[ 146.73983999   42.2032362 ]
[148  41]	[ 147.30073825   41.23626748]	[ 146.74945761   42.19999712]
[148  41]	[ 147.31040579   41.23301163]	[ 146.75890971   42.19681357]
[147  41]	[ 147.31990679   41.22981165]	[ 146.75457557   42.19369741]
[147  41]	[ 147.31555045   41.22667952]	[ 146.75031483   42.19063406]
[147  41]	[ 147.31126796   41.22360052]	[ 146.746126     42.18762247]
[147  41]	[ 147.30705781   41.2205736 ]	[ 146.74200762   42.18466159]
[147  41]	[ 147.30291856   41.2175977 ]	[ 146.73795829   42.18175039]
[148  41]	[ 147.29884877   41.21467178]	[ 146.74737264   42.17887544]
[148  41]	[ 147.30831082   41.21178229]	[ 146.75662884   42.17604863]
[148  41]	[ 147.31761376   41.20894123]	[ 146.76573005   42.17326902]
[148  41]	[ 147.32676077   41.20614766]	[ 146.77467939   42.17053565]
[148  41]	[ 147.335755    41.2034006]	[ 146.78347988   42.16784761]
[148  41]	[ 147.34459949   41.20069915]	[ 146.79213449   42.165204  ]
[148  41]	[ 147.35329722   41.19804239]	[ 146.80064611   42.16260394]
[148  41]	[ 147.36185111   41.19542944]	[ 146.80901756   42.16004657]
[147  42]	[ 147.370264     41.19285943]	[ 146.80411078   42.1705479 ]
[147  42]	[ 147.36533275   41.20341237]	[ 146.79928546   42.18087841]
[147  42]	[ 147.36048346   41.21379348]	[ 146.79453999   42.1910414 ]
[147  42]	[ 147.35571449   41.22400609]	[ 146.78987279   42.20104013]
[147  42]	[ 147.35102425   41.23405348]	[ 146.7852823    42.21087777]
[148  41]	[ 147.34641118   41.24393885]	[ 146.79369459   42.20774862]
[148  41]	[ 147.35486432   41.24079453]	[ 146.80197141   42.20466965]
[148  41]	[ 147.3631812    41.23770071]	[ 146.81011537   42.20163993]
[148  41]	[ 147.37136444   41.2346564 ]	[ 146.81812902   42.19865849]
[147  41]	[ 147.37941663   41.23166066]	[ 146.81334035   42.1957353 ]
[147  41]	[ 147.37460512   41.22872353]	[ 146.80862724   42.19285821]
[147  41]	[ 147.36986961   41.22583278]	[ 146.80398825   42.19002637]
[147  41]	[ 147.36520865   41.22298753]	[ 146.79942201   42.18723892]
[148  40]	[ 147.36062084   41.22018692]	[ 146.80752758   42.17200562]
[148  40]	[ 147.36876508   41.20488181]	[ 146.81550445   42.15701011]
[148  40]	[ 147.3767799    41.18981583]	[ 146.82335508   42.14224796]
[148  40]	[ 147.38466774   41.17498452]	[ 146.83108185   42.12771482]
[148  40]	[ 147.39243102   41.16038351]	[ 146.8386871    42.11340644]
[147  41]	[ 147.4000721    41.14600851]	[ 146.83376882   42.1116164 ]
[147  41]	[ 147.39513099   41.14421019]	[ 146.82892614   42.1098538 ]
[147  41]	[ 147.39026591   41.14243945]	[ 146.82415767   42.10811813]
[147  41]	[ 147.38547545   41.14069579]	[ 146.81946206   42.1064089 ]
[148  41]	[ 147.38075825   41.13897872]	[ 146.8270111    42.10471578]
[148  41]	[ 147.38834199   41.13727781]	[ 146.834445     42.10304845]
[148  41]	[ 147.39580998   41.13560285]	[ 146.84176588   42.10140645]
[148  41]	[ 147.40316432   41.13395335]	[ 146.8489758    42.09978932]
[147  42]	[ 147.41040708   41.13232885]	[ 146.84397383   42.11019959]
[147  42]	[ 147.40538218   41.14278626]	[ 146.83904822   42.12045368]
[147  42]	[ 147.40043405   41.15308666]	[ 146.83419757   42.13055441]
[147  42]	[ 147.39556129   41.16323286]	[ 146.8294205   42.1405045]
[147  42]	[ 147.39076252   41.17322761]	[ 146.82471569   42.15030666]
[148  41]	[ 147.3860364    41.18307363]	[ 146.83200373   42.14813769]
[148  41]	[ 147.39335706   41.18089496]	[ 146.83918354   42.14600085]
[148  41]	[ 147.40056892   41.17874861]	[ 146.84625705   42.14389559]
[148  41]	[ 147.4076739    41.17663398]	[ 146.85322613   42.14182133]
[147  42]	[ 147.4146739    41.17455054]	[ 146.84831167   42.15146533]
[147  42]	[ 147.40973753   41.18423706]	[ 146.84347015   42.16096845]
[147  42]	[ 147.40487448   41.19378196]	[ 146.83870026   42.17033314]
[147  42]	[ 147.40008344   41.20318771]	[ 146.83400074   42.17956183]
[148  41]	[ 147.39536315   41.21245673]	[ 146.84101368   42.1771039 ]
[148  41]	[ 147.40240676   41.20998808]	[ 146.84792487   42.17468154]
[148  41]	[ 147.40934808   41.20755517]	[ 146.85473606   42.17229412]
[148  41]	[ 147.41618888   41.20515739]	[ 146.86144899   42.16994104]
[148  41]	[ 147.42293092   41.20279413]	[ 146.86806535   42.16762172]
[147  42]	[ 147.42957588   41.2004648 ]	[ 146.86311106   42.17672428]
[147  42]	[ 147.42460008   41.20960646]	[ 146.8582283    42.18569727]
[147  42]	[ 147.41969619   41.21861789]	[ 146.85341584   42.19454288]
[147  42]	[ 147.41486297   41.22750129]	[ 146.84867248   42.20326329]
[148  41]	[ 147.41009919   41.23625884]	[ 146.85534217   42.20059996]
[148  41]	[ 147.41679731   41.23358418]	[ 146.86191752   42.19797418]
[148  41]	[ 147.42340061   41.23094727]	[ 146.86840013   42.19538531]
[148  41]	[ 147.42991069   41.22834745]	[ 146.87479156   42.19283273]
[148  41]	[ 147.43632913   41.2257841 ]	[ 146.88109335   42.19031583]
[147  41]	[ 147.44265748   41.22325662]	[ 146.87618322   42.18784195]
[147  41]	[ 147.43772681   41.2207724 ]	[ 146.8713412    42.18540234]
[147  41]	[ 147.43286457   41.21832261]	[ 146.86656614   42.18299643]
[147  41]	[ 147.42806964   41.21590671]	[ 146.86185695   42.18062368]
[147  41]	[ 147.4233409    41.21352411]	[ 146.85721252   42.17828352]
[147  41]	[ 147.41867725   41.21117427]	[ 146.85263181   42.17597543]
[147  41]	[ 147.41407763   41.20885666]	[ 146.84811375   42.17369887]
